sample_id,noteId,tweetId,error_type,message,fetched_at_utc
4372,1706031105474806188,1705934226816934181,http_400,"{""detail"":{""code"":400,""request_id"":""5fae91fd-96b9-4f4e-9ac5-0d59e707e065"",""message"":""Request failed. Please retry. Check the docs below, verify your parameters, test with the default demo, and share the response JSON with Support."",""message_zh"":""请求失败，请重试。请查看下方文档核对参数，使用默认演示参数测试，并将响应 JSON 提交给支持团队。"",""docs"":""https://api.tikhub.io/#/Twitter-Web-API/fetch_tweet_detail_api_v1_twitter_web_fetch_tweet_detail_get"",""support"":""Discord: https://discord.gg/aMEAS8Xsvz"",""time"":""2026-05-11 06:09:10"",""time_stamp"":1778504950,""time_zone"":""America/Los_Angeles"",""router"":""/api/v1/twitter/web/fetch_tweet_detail"",""params"":{""tweet_id"":""1705934226816934181""},""headers"":{""message_zh"":""HTTP 400 错误，无需提供请求头信息，保护用户隐私。"",""message"":""HTTP 400 error, no need to provide request headers to protect user privacy.""}}}",2026-05-11T13:09:10.576100+00:00
4373,1858752484224704604,1858752063595024859,http_400,"{""detail"":{""code"":400,""request_id"":""4a56ed72-03e5-4d6e-8cd5-7467b70dae82"",""message"":""Request failed. Please retry. Check the docs below, verify your parameters, test with the default demo, and share the response JSON with Support."",""message_zh"":""请求失败，请重试。请查看下方文档核对参数，使用默认演示参数测试，并将响应 JSON 提交给支持团队。"",""docs"":""https://api.tikhub.io/#/Twitter-Web-API/fetch_tweet_detail_api_v1_twitter_web_fetch_tweet_detail_get"",""support"":""Discord: https://discord.gg/aMEAS8Xsvz"",""time"":""2026-05-11 06:09:10"",""time_stamp"":1778504950,""time_zone"":""America/Los_Angeles"",""router"":""/api/v1/twitter/web/fetch_tweet_detail"",""params"":{""tweet_id"":""1858752063595024859""},""headers"":{""message_zh"":""HTTP 400 错误，无需提供请求头信息，保护用户隐私。"",""message"":""HTTP 400 error, no need to provide request headers to protect user privacy.""}}}",2026-05-11T13:09:10.657780+00:00
4380,1797112300635144225,1795331833095434302,http_400,"{""detail"":{""code"":400,""request_id"":""371eca54-b65f-4187-8171-40c213e22b7c"",""message"":""Request failed. Please retry. Check the docs below, verify your parameters, test with the default demo, and share the response JSON with Support."",""message_zh"":""请求失败，请重试。请查看下方文档核对参数，使用默认演示参数测试，并将响应 JSON 提交给支持团队。"",""docs"":""https://api.tikhub.io/#/Twitter-Web-API/fetch_tweet_detail_api_v1_twitter_web_fetch_tweet_detail_get"",""support"":""Discord: https://discord.gg/aMEAS8Xsvz"",""time"":""2026-05-11 06:09:12"",""time_stamp"":1778504952,""time_zone"":""America/Los_Angeles"",""router"":""/api/v1/twitter/web/fetch_tweet_detail"",""params"":{""tweet_id"":""1795331833095434302""},""headers"":{""message_zh"":""HTTP 400 错误，无需提供请求头信息，保护用户隐私。"",""message"":""HTTP 400 error, no need to provide request headers to protect user privacy.""}}}",2026-05-11T13:09:12.402502+00:00
4383,1745157390561943815,1745110503221821755,missing_text,No text-like field found in response.,2026-05-11T13:09:13.313585+00:00
4385,1815107016509305080,1814717359719866816,missing_text,No text-like field found in response.,2026-05-11T13:09:13.614916+00:00
4388,1693944885504573800,1693681996155744595,http_400,"{""detail"":{""code"":400,""request_id"":""d925d4dc-8ee3-42ca-b968-066b4aa6c710"",""message"":""Request failed. Please retry. Check the docs below, verify your parameters, test with the default demo, and share the response JSON with Support."",""message_zh"":""请求失败，请重试。请查看下方文档核对参数，使用默认演示参数测试，并将响应 JSON 提交给支持团队。"",""docs"":""https://api.tikhub.io/#/Twitter-Web-API/fetch_tweet_detail_api_v1_twitter_web_fetch_tweet_detail_get"",""support"":""Discord: https://discord.gg/aMEAS8Xsvz"",""time"":""2026-05-11 06:09:14"",""time_stamp"":1778504954,""time_zone"":""America/Los_Angeles"",""router"":""/api/v1/twitter/web/fetch_tweet_detail"",""params"":{""tweet_id"":""1693681996155744595""},""headers"":{""message_zh"":""HTTP 400 错误，无需提供请求头信息，保护用户隐私。"",""message"":""HTTP 400 error, no need to provide request headers to protect user privacy.""}}}",2026-05-11T13:09:14.550834+00:00
4390,1983912928374911187,1983892066179674450,http_400,"{""detail"":{""code"":400,""request_id"":""8bb26aba-b9ab-4f55-8524-bcdd882bcb0f"",""message"":""Request failed. Please retry. Check the docs below, verify your parameters, test with the default demo, and share the response JSON with Support."",""message_zh"":""请求失败，请重试。请查看下方文档核对参数，使用默认演示参数测试，并将响应 JSON 提交给支持团队。"",""docs"":""https://api.tikhub.io/#/Twitter-Web-API/fetch_tweet_detail_api_v1_twitter_web_fetch_tweet_detail_get"",""support"":""Discord: https://discord.gg/aMEAS8Xsvz"",""time"":""2026-05-11 06:09:14"",""time_stamp"":1778504954,""time_zone"":""America/Los_Angeles"",""router"":""/api/v1/twitter/web/fetch_tweet_detail"",""params"":{""tweet_id"":""1983892066179674450""},""headers"":{""message_zh"":""HTTP 400 错误，无需提供请求头信息，保护用户隐私。"",""message"":""HTTP 400 error, no need to provide request headers to protect user privacy.""}}}",2026-05-11T13:09:14.622085+00:00
4408,1710628300568350859,1710623784301154393,missing_text,No text-like field found in response.,2026-05-11T13:09:18.799399+00:00
4410,1833382195538370800,1833381309957222759,http_400,"{""detail"":{""code"":400,""request_id"":""9e1c6083-fca1-475e-ba30-2b8b37bf99af"",""message"":""Request failed. Please retry. Check the docs below, verify your parameters, test with the default demo, and share the response JSON with Support."",""message_zh"":""请求失败，请重试。请查看下方文档核对参数，使用默认演示参数测试，并将响应 JSON 提交给支持团队。"",""docs"":""https://api.tikhub.io/#/Twitter-Web-API/fetch_tweet_detail_api_v1_twitter_web_fetch_tweet_detail_get"",""support"":""Discord: https://discord.gg/aMEAS8Xsvz"",""time"":""2026-05-11 06:09:18"",""time_stamp"":1778504958,""time_zone"":""America/Los_Angeles"",""router"":""/api/v1/twitter/web/fetch_tweet_detail"",""params"":{""tweet_id"":""1833381309957222759""},""headers"":{""message_zh"":""HTTP 400 错误，无需提供请求头信息，保护用户隐私。"",""message"":""HTTP 400 error, no need to provide request headers to protect user privacy.""}}}",2026-05-11T13:09:18.934357+00:00
4409,1805645151311695918,1805610145637962005,http_400,"{""detail"":{""code"":400,""request_id"":""980673af-36c1-4764-94f7-89633c0fa5b8"",""message"":""Request failed. Please retry. Check the docs below, verify your parameters, test with the default demo, and share the response JSON with Support."",""message_zh"":""请求失败，请重试。请查看下方文档核对参数，使用默认演示参数测试，并将响应 JSON 提交给支持团队。"",""docs"":""https://api.tikhub.io/#/Twitter-Web-API/fetch_tweet_detail_api_v1_twitter_web_fetch_tweet_detail_get"",""support"":""Discord: https://discord.gg/aMEAS8Xsvz"",""time"":""2026-05-11 06:09:19"",""time_stamp"":1778504959,""time_zone"":""America/Los_Angeles"",""router"":""/api/v1/twitter/web/fetch_tweet_detail"",""params"":{""tweet_id"":""1805610145637962005""},""headers"":{""message_zh"":""HTTP 400 错误，无需提供请求头信息，保护用户隐私。"",""message"":""HTTP 400 error, no need to provide request headers to protect user privacy.""}}}",2026-05-11T13:09:19.599041+00:00
4418,1776726478992158919,1776717222997876750,http_400,"{""detail"":{""code"":400,""request_id"":""e0495786-9806-471c-a41c-840ba6b9ff89"",""message"":""Request failed. Please retry. Check the docs below, verify your parameters, test with the default demo, and share the response JSON with Support."",""message_zh"":""请求失败，请重试。请查看下方文档核对参数，使用默认演示参数测试，并将响应 JSON 提交给支持团队。"",""docs"":""https://api.tikhub.io/#/Twitter-Web-API/fetch_tweet_detail_api_v1_twitter_web_fetch_tweet_detail_get"",""support"":""Discord: https://discord.gg/aMEAS8Xsvz"",""time"":""2026-05-11 06:09:20"",""time_stamp"":1778504960,""time_zone"":""America/Los_Angeles"",""router"":""/api/v1/twitter/web/fetch_tweet_detail"",""params"":{""tweet_id"":""1776717222997876750""},""headers"":{""message_zh"":""HTTP 400 错误，无需提供请求头信息，保护用户隐私。"",""message"":""HTTP 400 error, no need to provide request headers to protect user privacy.""}}}",2026-05-11T13:09:20.410888+00:00
4412,1732609747868963199,1732490271558934709,missing_text,No text-like field found in response.,2026-05-11T13:09:20.532494+00:00
4419,1904733061520257335,1904610836854812915,http_400,"{""detail"":{""code"":400,""request_id"":""58d61b70-6dde-47c2-b4c5-ceeb69847cd6"",""message"":""Request failed. Please retry. Check the docs below, verify your parameters, test with the default demo, and share the response JSON with Support."",""message_zh"":""请求失败，请重试。请查看下方文档核对参数，使用默认演示参数测试，并将响应 JSON 提交给支持团队。"",""docs"":""https://api.tikhub.io/#/Twitter-Web-API/fetch_tweet_detail_api_v1_twitter_web_fetch_tweet_detail_get"",""support"":""Discord: https://discord.gg/aMEAS8Xsvz"",""time"":""2026-05-11 06:09:21"",""time_stamp"":1778504961,""time_zone"":""America/Los_Angeles"",""router"":""/api/v1/twitter/web/fetch_tweet_detail"",""params"":{""tweet_id"":""1904610836854812915""},""headers"":{""message_zh"":""HTTP 400 错误，无需提供请求头信息，保护用户隐私。"",""message"":""HTTP 400 error, no need to provide request headers to protect user privacy.""}}}",2026-05-11T13:09:21.766832+00:00
4422,1797254414664704270,1797186669012996256,http_400,"{""detail"":{""code"":400,""request_id"":""53029e83-437f-4b7b-a4f1-78a6c92cfa8f"",""message"":""Request failed. Please retry. Check the docs below, verify your parameters, test with the default demo, and share the response JSON with Support."",""message_zh"":""请求失败，请重试。请查看下方文档核对参数，使用默认演示参数测试，并将响应 JSON 提交给支持团队。"",""docs"":""https://api.tikhub.io/#/Twitter-Web-API/fetch_tweet_detail_api_v1_twitter_web_fetch_tweet_detail_get"",""support"":""Discord: https://discord.gg/aMEAS8Xsvz"",""time"":""2026-05-11 06:09:22"",""time_stamp"":1778504962,""time_zone"":""America/Los_Angeles"",""router"":""/api/v1/twitter/web/fetch_tweet_detail"",""params"":{""tweet_id"":""1797186669012996256""},""headers"":{""message_zh"":""HTTP 400 错误，无需提供请求头信息，保护用户隐私。"",""message"":""HTTP 400 error, no need to provide request headers to protect user privacy.""}}}",2026-05-11T13:09:22.822363+00:00
4423,1819818169516912715,1819758345747669127,http_400,"{""detail"":{""code"":400,""request_id"":""2e1e65b3-2b6d-41ad-bac3-ec60344fbac1"",""message"":""Request failed. Please retry. Check the docs below, verify your parameters, test with the default demo, and share the response JSON with Support."",""message_zh"":""请求失败，请重试。请查看下方文档核对参数，使用默认演示参数测试，并将响应 JSON 提交给支持团队。"",""docs"":""https://api.tikhub.io/#/Twitter-Web-API/fetch_tweet_detail_api_v1_twitter_web_fetch_tweet_detail_get"",""support"":""Discord: https://discord.gg/aMEAS8Xsvz"",""time"":""2026-05-11 06:09:23"",""time_stamp"":1778504963,""time_zone"":""America/Los_Angeles"",""router"":""/api/v1/twitter/web/fetch_tweet_detail"",""params"":{""tweet_id"":""1819758345747669127""},""headers"":{""message_zh"":""HTTP 400 错误，无需提供请求头信息，保护用户隐私。"",""message"":""HTTP 400 error, no need to provide request headers to protect user privacy.""}}}",2026-05-11T13:09:23.485508+00:00
4431,1897690120108577188,1897390693804597561,http_400,"{""detail"":{""code"":400,""request_id"":""519271bb-a89f-4729-96c6-faad19075d47"",""message"":""Request failed. Please retry. Check the docs below, verify your parameters, test with the default demo, and share the response JSON with Support."",""message_zh"":""请求失败，请重试。请查看下方文档核对参数，使用默认演示参数测试，并将响应 JSON 提交给支持团队。"",""docs"":""https://api.tikhub.io/#/Twitter-Web-API/fetch_tweet_detail_api_v1_twitter_web_fetch_tweet_detail_get"",""support"":""Discord: https://discord.gg/aMEAS8Xsvz"",""time"":""2026-05-11 06:09:24"",""time_stamp"":1778504964,""time_zone"":""America/Los_Angeles"",""router"":""/api/v1/twitter/web/fetch_tweet_detail"",""params"":{""tweet_id"":""1897390693804597561""},""headers"":{""message_zh"":""HTTP 400 错误，无需提供请求头信息，保护用户隐私。"",""message"":""HTTP 400 error, no need to provide request headers to protect user privacy.""}}}",2026-05-11T13:09:25.048047+00:00
4433,1928871129688519030,1928709281836142894,http_400,"{""detail"":{""code"":400,""request_id"":""fdae2216-29ae-42e9-988c-c268ec7cc010"",""message"":""Request failed. Please retry. Check the docs below, verify your parameters, test with the default demo, and share the response JSON with Support."",""message_zh"":""请求失败，请重试。请查看下方文档核对参数，使用默认演示参数测试，并将响应 JSON 提交给支持团队。"",""docs"":""https://api.tikhub.io/#/Twitter-Web-API/fetch_tweet_detail_api_v1_twitter_web_fetch_tweet_detail_get"",""support"":""Discord: https://discord.gg/aMEAS8Xsvz"",""time"":""2026-05-11 06:09:25"",""time_stamp"":1778504965,""time_zone"":""America/Los_Angeles"",""router"":""/api/v1/twitter/web/fetch_tweet_detail"",""params"":{""tweet_id"":""1928709281836142894""},""headers"":{""message_zh"":""HTTP 400 错误，无需提供请求头信息，保护用户隐私。"",""message"":""HTTP 400 error, no need to provide request headers to protect user privacy.""}}}",2026-05-11T13:09:25.373357+00:00
4437,1819490134103937138,1819486270059368800,http_400,"{""detail"":{""code"":400,""request_id"":""3d84c70f-20b0-4944-b54c-465015e655f5"",""message"":""Request failed. Please retry. Check the docs below, verify your parameters, test with the default demo, and share the response JSON with Support."",""message_zh"":""请求失败，请重试。请查看下方文档核对参数，使用默认演示参数测试，并将响应 JSON 提交给支持团队。"",""docs"":""https://api.tikhub.io/#/Twitter-Web-API/fetch_tweet_detail_api_v1_twitter_web_fetch_tweet_detail_get"",""support"":""Discord: https://discord.gg/aMEAS8Xsvz"",""time"":""2026-05-11 06:09:26"",""time_stamp"":1778504966,""time_zone"":""America/Los_Angeles"",""router"":""/api/v1/twitter/web/fetch_tweet_detail"",""params"":{""tweet_id"":""1819486270059368800""},""headers"":{""message_zh"":""HTTP 400 错误，无需提供请求头信息，保护用户隐私。"",""message"":""HTTP 400 error, no need to provide request headers to protect user privacy.""}}}",2026-05-11T13:09:26.975446+00:00
4456,1943109689593782452,1943063324893286555,http_400,"{""detail"":{""code"":400,""request_id"":""3c0bd92a-eafc-4cce-a108-0dc175cc3534"",""message"":""Request failed. Please retry. Check the docs below, verify your parameters, test with the default demo, and share the response JSON with Support."",""message_zh"":""请求失败，请重试。请查看下方文档核对参数，使用默认演示参数测试，并将响应 JSON 提交给支持团队。"",""docs"":""https://api.tikhub.io/#/Twitter-Web-API/fetch_tweet_detail_api_v1_twitter_web_fetch_tweet_detail_get"",""support"":""Discord: https://discord.gg/aMEAS8Xsvz"",""time"":""2026-05-11 06:09:31"",""time_stamp"":1778504971,""time_zone"":""America/Los_Angeles"",""router"":""/api/v1/twitter/web/fetch_tweet_detail"",""params"":{""tweet_id"":""1943063324893286555""},""headers"":{""message_zh"":""HTTP 400 错误，无需提供请求头信息，保护用户隐私。"",""message"":""HTTP 400 error, no need to provide request headers to protect user privacy.""}}}",2026-05-11T13:09:31.600596+00:00
4463,1899349062564069579,1899177856720425205,http_400,"{""detail"":{""code"":400,""request_id"":""5af96b38-3d13-4e29-b6d7-ac74a3dc4643"",""message"":""Request failed. Please retry. Check the docs below, verify your parameters, test with the default demo, and share the response JSON with Support."",""message_zh"":""请求失败，请重试。请查看下方文档核对参数，使用默认演示参数测试，并将响应 JSON 提交给支持团队。"",""docs"":""https://api.tikhub.io/#/Twitter-Web-API/fetch_tweet_detail_api_v1_twitter_web_fetch_tweet_detail_get"",""support"":""Discord: https://discord.gg/aMEAS8Xsvz"",""time"":""2026-05-11 06:09:33"",""time_stamp"":1778504973,""time_zone"":""America/Los_Angeles"",""router"":""/api/v1/twitter/web/fetch_tweet_detail"",""params"":{""tweet_id"":""1899177856720425205""},""headers"":{""message_zh"":""HTTP 400 错误，无需提供请求头信息，保护用户隐私。"",""message"":""HTTP 400 error, no need to provide request headers to protect user privacy.""}}}",2026-05-11T13:09:33.492713+00:00
4458,1714831546119790840,1714829842804506662,http_400,"{""detail"":{""code"":400,""request_id"":""1e750286-6c02-4b95-9902-d5b3e2f4be54"",""message"":""Request failed. Please retry. Check the docs below, verify your parameters, test with the default demo, and share the response JSON with Support."",""message_zh"":""请求失败，请重试。请查看下方文档核对参数，使用默认演示参数测试，并将响应 JSON 提交给支持团队。"",""docs"":""https://api.tikhub.io/#/Twitter-Web-API/fetch_tweet_detail_api_v1_twitter_web_fetch_tweet_detail_get"",""support"":""Discord: https://discord.gg/aMEAS8Xsvz"",""time"":""2026-05-11 06:09:33"",""time_stamp"":1778504973,""time_zone"":""America/Los_Angeles"",""router"":""/api/v1/twitter/web/fetch_tweet_detail"",""params"":{""tweet_id"":""1714829842804506662""},""headers"":{""message_zh"":""HTTP 400 错误，无需提供请求头信息，保护用户隐私。"",""message"":""HTTP 400 error, no need to provide request headers to protect user privacy.""}}}",2026-05-11T13:09:33.790906+00:00
4480,1833451230334419231,1833177759180267927,http_400,"{""detail"":{""code"":400,""request_id"":""909326ed-36d1-4bef-b59d-712339a9f19f"",""message"":""Request failed. Please retry. Check the docs below, verify your parameters, test with the default demo, and share the response JSON with Support."",""message_zh"":""请求失败，请重试。请查看下方文档核对参数，使用默认演示参数测试，并将响应 JSON 提交给支持团队。"",""docs"":""https://api.tikhub.io/#/Twitter-Web-API/fetch_tweet_detail_api_v1_twitter_web_fetch_tweet_detail_get"",""support"":""Discord: https://discord.gg/aMEAS8Xsvz"",""time"":""2026-05-11 06:09:36"",""time_stamp"":1778504976,""time_zone"":""America/Los_Angeles"",""router"":""/api/v1/twitter/web/fetch_tweet_detail"",""params"":{""tweet_id"":""1833177759180267927""},""headers"":{""message_zh"":""HTTP 400 错误，无需提供请求头信息，保护用户隐私。"",""message"":""HTTP 400 error, no need to provide request headers to protect user privacy.""}}}",2026-05-11T13:09:36.602092+00:00
4478,1913751667608035427,1913318278866338113,http_400,"{""detail"":{""code"":400,""request_id"":""93b513d6-b692-48fc-ac15-c2c0c93464b6"",""message"":""Request failed. Please retry. Check the docs below, verify your parameters, test with the default demo, and share the response JSON with Support."",""message_zh"":""请求失败，请重试。请查看下方文档核对参数，使用默认演示参数测试，并将响应 JSON 提交给支持团队。"",""docs"":""https://api.tikhub.io/#/Twitter-Web-API/fetch_tweet_detail_api_v1_twitter_web_fetch_tweet_detail_get"",""support"":""Discord: https://discord.gg/aMEAS8Xsvz"",""time"":""2026-05-11 06:09:37"",""time_stamp"":1778504977,""time_zone"":""America/Los_Angeles"",""router"":""/api/v1/twitter/web/fetch_tweet_detail"",""params"":{""tweet_id"":""1913318278866338113""},""headers"":{""message_zh"":""HTTP 400 错误，无需提供请求头信息，保护用户隐私。"",""message"":""HTTP 400 error, no need to provide request headers to protect user privacy.""}}}",2026-05-11T13:09:37.212706+00:00
4482,1760915024120545438,1760373177006383499,http_400,"{""detail"":{""code"":400,""request_id"":""a192150f-d06c-4129-b6d5-48479eb8b6f6"",""message"":""Request failed. Please retry. Check the docs below, verify your parameters, test with the default demo, and share the response JSON with Support."",""message_zh"":""请求失败，请重试。请查看下方文档核对参数，使用默认演示参数测试，并将响应 JSON 提交给支持团队。"",""docs"":""https://api.tikhub.io/#/Twitter-Web-API/fetch_tweet_detail_api_v1_twitter_web_fetch_tweet_detail_get"",""support"":""Discord: https://discord.gg/aMEAS8Xsvz"",""time"":""2026-05-11 06:09:37"",""time_stamp"":1778504977,""time_zone"":""America/Los_Angeles"",""router"":""/api/v1/twitter/web/fetch_tweet_detail"",""params"":{""tweet_id"":""1760373177006383499""},""headers"":{""message_zh"":""HTTP 400 错误，无需提供请求头信息，保护用户隐私。"",""message"":""HTTP 400 error, no need to provide request headers to protect user privacy.""}}}",2026-05-11T13:09:37.956538+00:00
4489,1837817756235755843,1837420590883295402,http_400,"{""detail"":{""code"":400,""request_id"":""24953dfc-892e-4d68-805f-bbf43a9ad153"",""message"":""Request failed. Please retry. Check the docs below, verify your parameters, test with the default demo, and share the response JSON with Support."",""message_zh"":""请求失败，请重试。请查看下方文档核对参数，使用默认演示参数测试，并将响应 JSON 提交给支持团队。"",""docs"":""https://api.tikhub.io/#/Twitter-Web-API/fetch_tweet_detail_api_v1_twitter_web_fetch_tweet_detail_get"",""support"":""Discord: https://discord.gg/aMEAS8Xsvz"",""time"":""2026-05-11 06:09:38"",""time_stamp"":1778504978,""time_zone"":""America/Los_Angeles"",""router"":""/api/v1/twitter/web/fetch_tweet_detail"",""params"":{""tweet_id"":""1837420590883295402""},""headers"":{""message_zh"":""HTTP 400 错误，无需提供请求头信息，保护用户隐私。"",""message"":""HTTP 400 error, no need to provide request headers to protect user privacy.""}}}",2026-05-11T13:09:38.572072+00:00
4487,1765445844621525449,1765337774297952758,missing_text,No text-like field found in response.,2026-05-11T13:09:38.921195+00:00
4491,1837136444856619370,1836871215539216458,http_400,"{""detail"":{""code"":400,""request_id"":""ae60e701-e384-4f83-9684-ed9d9cb53eaa"",""message"":""Request failed. Please retry. Check the docs below, verify your parameters, test with the default demo, and share the response JSON with Support."",""message_zh"":""请求失败，请重试。请查看下方文档核对参数，使用默认演示参数测试，并将响应 JSON 提交给支持团队。"",""docs"":""https://api.tikhub.io/#/Twitter-Web-API/fetch_tweet_detail_api_v1_twitter_web_fetch_tweet_detail_get"",""support"":""Discord: https://discord.gg/aMEAS8Xsvz"",""time"":""2026-05-11 06:09:39"",""time_stamp"":1778504979,""time_zone"":""America/Los_Angeles"",""router"":""/api/v1/twitter/web/fetch_tweet_detail"",""params"":{""tweet_id"":""1836871215539216458""},""headers"":{""message_zh"":""HTTP 400 错误，无需提供请求头信息，保护用户隐私。"",""message"":""HTTP 400 error, no need to provide request headers to protect user privacy.""}}}",2026-05-11T13:09:39.880481+00:00
4497,1841555557791977885,1841463778694553851,http_400,"{""detail"":{""code"":400,""request_id"":""2adf2583-7a2a-4bbf-ad82-8a1d69e45192"",""message"":""Request failed. Please retry. Check the docs below, verify your parameters, test with the default demo, and share the response JSON with Support."",""message_zh"":""请求失败，请重试。请查看下方文档核对参数，使用默认演示参数测试，并将响应 JSON 提交给支持团队。"",""docs"":""https://api.tikhub.io/#/Twitter-Web-API/fetch_tweet_detail_api_v1_twitter_web_fetch_tweet_detail_get"",""support"":""Discord: https://discord.gg/aMEAS8Xsvz"",""time"":""2026-05-11 06:09:41"",""time_stamp"":1778504981,""time_zone"":""America/Los_Angeles"",""router"":""/api/v1/twitter/web/fetch_tweet_detail"",""params"":{""tweet_id"":""1841463778694553851""},""headers"":{""message_zh"":""HTTP 400 错误，无需提供请求头信息，保护用户隐私。"",""message"":""HTTP 400 error, no need to provide request headers to protect user privacy.""}}}",2026-05-11T13:09:41.411118+00:00
4499,1816392202962063639,1815014425415577630,http_400,"{""detail"":{""code"":400,""request_id"":""c587378a-5128-43d1-a0d7-f9675b279196"",""message"":""Request failed. Please retry. Check the docs below, verify your parameters, test with the default demo, and share the response JSON with Support."",""message_zh"":""请求失败，请重试。请查看下方文档核对参数，使用默认演示参数测试，并将响应 JSON 提交给支持团队。"",""docs"":""https://api.tikhub.io/#/Twitter-Web-API/fetch_tweet_detail_api_v1_twitter_web_fetch_tweet_detail_get"",""support"":""Discord: https://discord.gg/aMEAS8Xsvz"",""time"":""2026-05-11 06:09:41"",""time_stamp"":1778504981,""time_zone"":""America/Los_Angeles"",""router"":""/api/v1/twitter/web/fetch_tweet_detail"",""params"":{""tweet_id"":""1815014425415577630""},""headers"":{""message_zh"":""HTTP 400 错误，无需提供请求头信息，保护用户隐私。"",""message"":""HTTP 400 error, no need to provide request headers to protect user privacy.""}}}",2026-05-11T13:09:41.733342+00:00
4502,1814500802666565885,1814273731302166550,missing_text,No text-like field found in response.,2026-05-11T13:09:42.275652+00:00
4504,1759627284397326399,1759364658664734838,missing_text,No text-like field found in response.,2026-05-11T13:09:42.473053+00:00
4500,1860512433946710521,1860413012286538214,http_400,"{""detail"":{""code"":400,""request_id"":""0009d827-5392-421a-b0e4-1c2b1d418abf"",""message"":""Request failed. Please retry. Check the docs below, verify your parameters, test with the default demo, and share the response JSON with Support."",""message_zh"":""请求失败，请重试。请查看下方文档核对参数，使用默认演示参数测试，并将响应 JSON 提交给支持团队。"",""docs"":""https://api.tikhub.io/#/Twitter-Web-API/fetch_tweet_detail_api_v1_twitter_web_fetch_tweet_detail_get"",""support"":""Discord: https://discord.gg/aMEAS8Xsvz"",""time"":""2026-05-11 06:09:42"",""time_stamp"":1778504982,""time_zone"":""America/Los_Angeles"",""router"":""/api/v1/twitter/web/fetch_tweet_detail"",""params"":{""tweet_id"":""1860413012286538214""},""headers"":{""message_zh"":""HTTP 400 错误，无需提供请求头信息，保护用户隐私。"",""message"":""HTTP 400 error, no need to provide request headers to protect user privacy.""}}}",2026-05-11T13:09:42.673412+00:00
4505,1816249308942909547,1810781338062258651,http_400,"{""detail"":{""code"":400,""request_id"":""14e3040f-6ed7-4e75-b32b-8f32b73a20e3"",""message"":""Request failed. Please retry. Check the docs below, verify your parameters, test with the default demo, and share the response JSON with Support."",""message_zh"":""请求失败，请重试。请查看下方文档核对参数，使用默认演示参数测试，并将响应 JSON 提交给支持团队。"",""docs"":""https://api.tikhub.io/#/Twitter-Web-API/fetch_tweet_detail_api_v1_twitter_web_fetch_tweet_detail_get"",""support"":""Discord: https://discord.gg/aMEAS8Xsvz"",""time"":""2026-05-11 06:09:43"",""time_stamp"":1778504983,""time_zone"":""America/Los_Angeles"",""router"":""/api/v1/twitter/web/fetch_tweet_detail"",""params"":{""tweet_id"":""1810781338062258651""},""headers"":{""message_zh"":""HTTP 400 错误，无需提供请求头信息，保护用户隐私。"",""message"":""HTTP 400 error, no need to provide request headers to protect user privacy.""}}}",2026-05-11T13:09:43.324628+00:00
4506,1871236374667641203,1870552722186862786,http_400,"{""detail"":{""code"":400,""request_id"":""0d48ae7a-dd77-4665-a832-f0351e1a4318"",""message"":""Request failed. Please retry. Check the docs below, verify your parameters, test with the default demo, and share the response JSON with Support."",""message_zh"":""请求失败，请重试。请查看下方文档核对参数，使用默认演示参数测试，并将响应 JSON 提交给支持团队。"",""docs"":""https://api.tikhub.io/#/Twitter-Web-API/fetch_tweet_detail_api_v1_twitter_web_fetch_tweet_detail_get"",""support"":""Discord: https://discord.gg/aMEAS8Xsvz"",""time"":""2026-05-11 06:09:43"",""time_stamp"":1778504983,""time_zone"":""America/Los_Angeles"",""router"":""/api/v1/twitter/web/fetch_tweet_detail"",""params"":{""tweet_id"":""1870552722186862786""},""headers"":{""message_zh"":""HTTP 400 错误，无需提供请求头信息，保护用户隐私。"",""message"":""HTTP 400 error, no need to provide request headers to protect user privacy.""}}}",2026-05-11T13:09:43.638727+00:00
4507,1853158581362659349,1853146771376984566,http_400,"{""detail"":{""code"":400,""request_id"":""58dc2c5a-1f73-43ab-8715-6c9b898be2b3"",""message"":""Request failed. Please retry. Check the docs below, verify your parameters, test with the default demo, and share the response JSON with Support."",""message_zh"":""请求失败，请重试。请查看下方文档核对参数，使用默认演示参数测试，并将响应 JSON 提交给支持团队。"",""docs"":""https://api.tikhub.io/#/Twitter-Web-API/fetch_tweet_detail_api_v1_twitter_web_fetch_tweet_detail_get"",""support"":""Discord: https://discord.gg/aMEAS8Xsvz"",""time"":""2026-05-11 06:09:44"",""time_stamp"":1778504984,""time_zone"":""America/Los_Angeles"",""router"":""/api/v1/twitter/web/fetch_tweet_detail"",""params"":{""tweet_id"":""1853146771376984566""},""headers"":{""message_zh"":""HTTP 400 错误，无需提供请求头信息，保护用户隐私。"",""message"":""HTTP 400 error, no need to provide request headers to protect user privacy.""}}}",2026-05-11T13:09:44.582928+00:00
